Unnamed: 0,Cod_ibge,Municipio,mort_infantil,IDESP_ensino_medio,n_familias_rua,forest_cover,n_pessoas_pobreza,esgoto_tratado,UAI_housing,UAI_env,UAI_food,UAI_mob,UAI_Crisk,population,population_preta,population_indigena,population_branca,pct_rural,pct_urbana,pol_deficit,mean_species_richness,max_species_richness,Vert_rich_risk,COD,flooding_exposure,flooding_risks,hydric_stress_exp,hydric_stress_risk,municipality,persist_malaria,persist_leptospirose,persist_diarrhea,persist_dengue,persist_chagas,incidence_malaria,incidence_leptospirose,incidence_diarrhea,incidence_dengue,incidence_chagas,copersistence,malaria_leptospirose,malaria_diarrhea,malaria_dengue,malaria_chagas,leptospirose_diarrhea,leptospirose_dengue,leptospirose_chagas,diarrhea_dengue,diarrhea_chagas,dengue_chagas,idx_clima,idx_biodiv,idx_vulnerabilidad,idx_gobernanza,idx_gobernanza_100,incidence_malaria_norm,incidence_dengue_norm,incidence_diarrhea_norm,incidence_leptospirose_norm,incidence_chagas_norm,idx_carga_enfermedad,tercil_clima,tercil_biodiv,tercil_vuln,grupo_clima_biodiv
302,3514106,Dois Córregos,3.3,1.4,15,12.8,66.3,99.3,0.67,0.38,0.25,0.6,0.2,24635.5,1118.0,12.0,17375.0,4.0,96.0,0.962479939527,659.044776119403,719,8.34,351410,0.36,0.0,0.62,0.59,DOIS CORREGOS,2.0,2.0,10.0,6.0,0.0,4.05918288648495,4.05918288648495,136.794463274543,363.296868340403,0.0,6.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,6.0,0.0,0.0,42.38279451045409,46.683192025847475,28.391010787239015,0.42000000000000004,42.00000000000001,7.495142802082627,8.088048031638467,11.934863095108613,9.257770221756227,0.0,7.355164830117187,Bajo,Media,Baja,Bajo Clima / Media Biodiv
303,3554300,Teodoro Sampaio,19.8,2.0,4,28.9,66.4,97.9,1.0,0.75,1.0,0.4,0.4,21779.5,1214.5,14.0,10063.0,15.5,84.5,0.932937023554,476.900406504065,612,22.08,355430,0.55,0.0,0.3,0.38,TEODORO SAMPAIO,2.0,1.0,10.0,6.0,0.0,6.88721045019399,4.59147363346266,344.360522509699,368.848381888167,0.0,7.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,32.51374450934246,36.695811648705416,30.479560805526823,0.71,71.0,12.716999276891567,8.215774177534463,30.438926817015698,10.471764654747608,0.0,12.368692985237868,Bajo,Baja,Media,Bajo Clima / Baja Biodiv
310,3525300,Jaú,6.2,2.7,291,7.9,62.6,94.0,1.0,0.5,0.5,0.6,0.2,132268.5,7085.5,54.0,98544.5,1.8,98.2,0.978557887829,593.027777777778,704,15.76,352530,0.63,0.0,0.78,0.44,JAU,2.0,2.0,10.0,7.0,0.0,0.756037907740694,0.756037907740694,82.4837357345097,739.945100847356,0.0,7.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,7.0,0.0,0.0,49.526604478915566,37.69566515658556,23.685056048341686,0.56,56.00000000000001,1.395998219536069,16.75376174786067,7.093179599805753,1.724294131241191,0.0,5.393446739688736,Medio,Baja,Baja,Medio Clima / Baja Biodiv
318,3530706,Mogi Guaçu,12.2,2.0,212,12.7,63.8,55.0,1.0,0.63,0.25,0.6,0.8,145451.5,5655.5,68.5,110311.5,2.9,97.1,0.943895055985,698.580769230769,738,5.34,353070,0.55,0.0,1.0,0.61,MOGI GUACU,1.0,1.0,10.0,7.0,0.0,0.687514394832642,1.37502878966528,39.3258233844271,1325.23310421098,0.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,58.59829825347067,50.54835969116589,36.18534071327622,0.656,65.60000000000001,1.2694718892600396,30.219743640115627,3.2457453748987724,3.136025387130073,0.0,7.574197258280902,Alto,Media,Alta,Alto Clima / Media Biodiv
321,3506003,Bauru,8.6,2.0,423,19.8,62.1,3.7,1.0,1.0,0.25,1.0,0.6,361541.5,21843.0,475.0,242789.5,2.4,97.6,0.904804584865,622.990566037736,694,10.23,350600,0.94,1.0,0.8,0.62,BAURU,5.0,3.0,10.0,6.0,0.0,0.331912104142955,0.276593420119129,14.7424292923496,1748.11651405625,0.0,9.0,1.0,5.0,3.0,0.0,3.0,2.0,0.0,6.0,0.0,0.0,89.81072119369992,46.612818136092855,44.93282087270109,0.77,77.0,0.612864383759121,39.949210683323706,1.0541891423588523,0.6308260553714462,0.0,8.449418052962624,Alto,Media,Alta,Alto Clima / Media Biodiv
337,3542206,Rancharia,19.7,1.8,12,11.9,68.2,66.9,0.33,0.63,0.75,0.4,0.2,28696.0,1318.0,32.0,17432.0,9.7,90.3,0.961211667327,537.187624750499,628,14.46,354220,0.61,0.0,0.68,0.56,RANCHARIA,1.0,0.0,10.0,6.0,0.0,3.48480624477279,0.0,285.405631446892,865.974351826038,0.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,50.1884212632562,34.16593024027752,38.162927573561106,0.462,46.2,6.434575916528665,19.653372882584403,25.18322622239988,0.0,0.0,10.25423500430259,Medio,Baja,Alta,Medio Clima / Baja Biodiv
343,3522000,Itaju,0.0,2.0,0,10.9,63.5,85.7,0.0,0.25,0.0,0.2,0.2,3432.0,127.0,2.5,2352.5,19.1,80.9,0.959369726574,646.028169014084,686,5.83,352200,0.19,0.0,0.31,0.31,ITAJU,1.0,0.0,9.0,4.0,0.0,29.1375291375291,0.0,135.975135975136,167.540792540793,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,20.162147097216796,44.44418433335454,26.805931077841954,0.13,13.0,53.801454108597426,3.584200768637708,11.861821844466816,0.0,0.0,13.849495344340388,Bajo,Media,Baja,Bajo Clima / Media Biodiv
345,3529005,Marília,15.3,2.0,352,21.1,63.2,56.4,1.0,0.5,0.5,0.6,0.6,227186.0,12103.5,225.0,141547.5,1.1,98.9,0.941543348793,585.816711590296,656,10.7,352900,0.94,1.0,0.78,0.61,MARILIA,4.0,3.0,10.0,9.0,0.0,0.440167968096626,0.586890624128834,16.9464667717201,1177.69385241853,0.0,10.0,0.0,4.0,4.0,0.0,3.0,2.0,0.0,9.0,0.0,0.0,88.95413097540757,43.58156817942921,36.48553749487185,0.64,64.0,0.8127551455666577,26.82524233201406,1.2506743004527319,1.3385202626809483,0.0,6.04543840814288,Alto,Media,Alta,Alto Clima / Media Biodiv
349,3539301,Pirassununga,7.8,2.0,113,14.8,68.8,98.7,1.0,0.75,0.5,0.6,0.2,71813.0,3833.0,59.0,50957.5,4.1,95.9,0.944595141859,684.413043478261,729,6.12,353930,0.38,0.0,0.78,0.61,PIRASSUNUNGA,1.0,2.0,10.0,7.0,0.0,1.3925055352095,1.3925055352095,34.1163856126328,958.839525672829,0.0,7.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,7.0,0.0,0.0,47.86217695241906,50.195359098741875,28.317048039248085,0.6100000000000001,61.00000000000001,2.571213993297958,21.789963317131686,2.7813353030412014,3.1758845654418435,0.0,6.0636794357825385,Medio,Media,Baja,Medio Clima / Media Biodiv
351,3549102,São João da Boa Vista,5.4,2.1,115,18.8,60.0,95.8,1.0,0.75,0.25,0.4,0.6,88093.0,4644.0,40.5,68053.5,5.0,95.0,0.945712493124,681.262195121951,712,4.32,354910,0.55,0.0,0.78,0.44,SAO JOAO DA BOA VISTA,3.0,0.0,10.0,7.0,0.0,1.89193995739351,0.0,5.90285266706776,1096.40623302322,0.0,8.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,47.22775390420292,51.88333709974471,24.37848960747969,0.6,60.0,3.4934026256476374,24.95502185158214,0.26616006982351165,0.0,0.0,5.742916909410658,Bajo,Media,Baja,Bajo Clima / Media Biodiv
353,3547700,Santo Anastácio,16.1,1.8,6,8.3,65.8,100.0,1.0,0.75,0.75,0.4,0.2,19219.0,941.0,15.0,11924.5,6.5,93.5,0.9824101213,506.35393258427,619,18.2,354770,0.66,0.0,0.58,0.46,SANTO ANASTACIO,1.0,0.0,10.0,7.0,0.0,5.20318434882148,0.0,16.1298714813466,1136.52412419258,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,45.71887515761324,29.312533447346148,29.679046108286308,0.62,62.0,9.607502497565255,25.878032049873234,1.1778766024872778,0.0,0.0,7.332682229985155,Bajo,Baja,Media,Bajo Clima / Baja Biodiv
356,3540002,Pompéia,9.7,1.3,0,15.7,49.1,86.4,0.33,0.5,0.5,0.6,0.2,20080.0,991.5,13.5,11322.0,5.5,94.5,0.976800544571,505.118852459016,643,21.44,354000,0.48,0.0,0.75,0.43,POMPEIA,2.0,0.0,10.0,6.0,0.0,7.47011952191235,0.0,85.6573705179283,1074.03718459495,0.0,7.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,44.09371198622849,32.890226015815315,26.0644860308853,0.42600000000000005,42.6,13.79332100353884,24.440367186953864,7.376102253339913,0.0,0.0,9.121958088766522,Bajo,Baja,Baja,Bajo Clima / Baja Biodiv
359,3555000,Tupã,6.8,1.5,90,9.9,58.7,100.0,0.67,0.63,0.25,0.4,0.8,63702.0,2494.0,109.5,39829.0,5.1,94.9,0.970425718016,553.643216080402,644,14.03,355500,0.55,0.0,0.78,0.48,TUPA,2.0,2.0,10.0,7.0,0.0,2.35471413770368,2.35471413770368,129.980220401243,2182.93213489597,0.0,9.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,7.0,0.0,0.0,48.526455202904216,34.795493431141395,25.712231959867758,0.55,55.00000000000001,4.347899371307959,49.953207421762876,11.327388131192459,5.370391784357051,0.0,14.199777341724069,Medio,Baja,Baja,Medio Clima / Baja Biodiv
364,3540705,Porto Ferreira,12.8,2.2,145,16.0,63.3,62.6,1.0,0.63,0.5,1.0,0.6,52024.5,3094.0,24.0,33987.5,1.5,98.5,0.95677382392,676.935064935065,712,4.92,354070,0.51,0.0,0.78,0.64,PORTO FERREIRA,2.0,1.0,10.0,7.0,0.0,1.92217128468318,1.92217128468318,64.3927380368865,1611.32872836013,0.0,7.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,52.57183511035309,50.05483034278535,33.80876612321278,0.746,74.6,3.5492237407511222,36.80207314645328,5.480406416062642,4.383892171920455,0.0,10.0431190950375,Medio,Media,Media,Medio Clima / Media Biodiv
369,3541406,Presidente Prudente,12.7,2.2,437,13.3,65.6,100.0,1.0,0.88,0.75,0.8,0.2,216639.0,11980.5,222.5,133916.5,2.4,97.6,0.973123535514,533.297752808989,621,14.12,354140,0.58,0.0,0.78,0.57,PRESIDENTE PRUDENTE,3.0,2.0,10.0,8.0,0.0,0.9231948079524,0.4615974039762,50.775714437382,1464.93706119397,0.0,10.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,52.31060209049938,34.48072426341662,27.32088053278528,0.726,72.6,1.704647736563653,33.43397482920176,4.2664783137688005,1.052764268197672,0.0,8.091573029546376,Medio,Baja,Baja,Medio Clima / Baja Biodiv
372,3513702,Descalvado,14.2,2.3,59,21.4,60.2,67.5,0.33,0.63,0.25,0.6,0.2,31406.0,1230.0,21.0,22978.5,9.3,90.7,0.926321464803,670.538461538462,708,5.29,351370,0.49,0.0,1.0,0.64,DESCALVADO,1.0,0.0,10.0,6.0,0.0,3.18410494809909,0.0,84.6971916194358,811.946761765268,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,57.84818629646216,52.121387932076146,31.516065105222992,0.402,40.2,5.879341224629263,18.410336043866725,7.290504388315135,0.0,0.0,6.316036331362224,Alto,Media,Media,Alto Clima / Media Biodiv
375,3528908,Mariápolis,0.0,1.6,0,6.3,55.7,100.0,0.0,0.38,0.75,0.4,0.2,3714.5,110.5,1.0,2298.0,13.9,86.1,0.985119194242,494.396551724138,619,20.13,352890,0.48,0.0,0.37,0.37,MARIAPOLIS,1.0,0.0,10.0,4.0,0.0,53.8430475164894,0.0,115.762552160452,1951.81047247274,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,32.03927705945314,27.128418740182575,22.38830602381233,0.346,34.599999999999994,99.41935146087305,44.63568834873738,10.059913862644166,0.0,0.0,30.822990734450922,Bajo,Baja,Baja,Bajo Clima / Baja Biodiv
380,3501707,Américo Brasiliense,14.1,1.5,27,14.7,68.9,0.0,0.0,0.38,0.0,0.8,0.4,33748.5,2305.5,11.0,17842.5,0.8,99.2,0.944725517694,631.666666666667,695,9.11,350170,0.74,0.0,0.78,0.61,AMERICO BRASILIENSE,1.0,2.0,10.0,6.0,0.0,2.96309465605879,2.96309465605879,24.0010667140762,1877.61431372259,0.0,7.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,6.0,0.0,0.0,58.20700453862597,44.921994445329766,51.6048533279894,0.316,31.6,5.4712532557211935,42.928624263257284,1.87957657545343,6.757924005454337,0.0,11.407475619977248,Alto,Media,Alta,Alto Clima / Media Biodiv
391,3527702,Luiziânia,0.0,1.8,0,15.0,66.5,100.0,0.67,0.38,0.5,0.2,0.2,4865.5,255.5,6.0,2229.0,8.9,91.1,0.964752443513,510.245283018868,641,20.4,352770,0.61,0.0,0.52,0.4,LUIZIANIA,1.0,0.0,10.0,5.0,0.0,41.1057445277978,0.0,92.487925187545,534.374678861371,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,40.73829691951482,33.047885836321065,25.932649612951387,0.39,39.0,75.90035577050942,12.02411144896898,7.985031378497913,0.0,0.0,19.18189971959526,Bajo,Baja,Baja,Bajo Clima / Baja Biodiv
396,3548906,São Carlos,12.7,2.3,483,22.5,71.6,88.3,1.0,0.63,1.0,0.8,0.6,238403.5,14901.5,289.0,166385.0,2.1,97.9,0.9114215418,660.23595505618,710,7.01,354890,0.47,0.0,0.78,0.59,SAO CARLOS,2.0,1.0,10.0,9.0,0.0,0.419456929113876,0.419456929113876,9.52167229088499,805.86997347867,0.0,9.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,9.0,0.0,0.0,49.79903319962014,51.651152013440075,31.688541690720776,0.8059999999999998,80.59999999999998,0.7745129182277377,18.270524667996852,0.5887699857411144,0.9566545721773185,0.0,4.1180924288286045,Medio,Media,Media,Medio Clima / Media Biodiv
397,3541505,Presidente Venceslau,3.7,1.4,13,8.5,73.5,80.0,1.0,0.63,0.5,0.8,0.8,36555.5,1647.5,15.0,21143.0,5.5,94.5,0.985586637866,458.055084745763,624,26.59,354150,0.56,0.0,0.66,0.41,PRESIDENTE VENCESLAU,2.0,0.0,10.0,6.0,0.0,2.73556646742624,0.0,201.064135355829,653.800385714872,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,43.349594890313895,24.629598393791266,35.23612979113206,0.7459999999999999,74.6,5.051130212983175,14.771791901527088,17.66436488340851,0.0,0.0,7.497457399583754,Bajo,Baja,Media,Bajo Clima / Baja Biodiv
404,3503208,Araraquara,6.5,2.0,331,13.3,68.6,100.0,1.0,0.88,0.75,0.8,0.6,225445.0,15912.5,177.5,153020.5,1.5,98.5,0.96399548268,630.305732484076,713,11.6,350320,0.45,0.0,0.78,0.6,ARARAQUARA,1.0,2.0,10.0,7.0,0.0,0.887134334316574,0.443567167158287,13.972365765486,2174.74645383892,0.0,8.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,7.0,0.0,0.0,49.54899588061731,44.087223946678115,27.723014490658546,0.8059999999999998,80.59999999999998,1.6380633014766937,49.76487581022029,0.9855396501272864,1.0116427434543926,0.0,10.680024301055733,Medio,Media,Baja,Medio Clima / Media Biodiv
410,3527108,Lins,11.4,1.4,106,10.6,68.1,90.7,0.67,0.5,0.5,0.6,0.4,73105.5,4870.5,28.0,44342.0,1.2,98.8,0.959045331667,569.761111111111,654,12.88,352710,0.54,0.0,0.78,0.66,LINS,1.0,0.0,10.0,6.0,0.0,1.36788613715794,0.0,22.0229668082429,1150.62022237269,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,54.08325472522098,36.74161525561345,32.88714420629822,0.534,53.400000000000006,2.5257551141939554,26.202347261792724,1.7032332617117087,0.0,0.0,6.086267127539678,Medio,Baja,Media,Medio Clima / Baja Biodiv
411,3511904,Clementina,0.0,2.2,0,10.5,60.2,82.3,0.67,0.63,0.25,0.0,0.2,7023.5,371.5,10.5,3849.0,3.5,96.5,0.964271770089,516.921568627451,634,18.47,351190,0.52,0.0,0.63,0.55,CLEMENTINA,1.0,1.0,10.0,6.0,0.0,14.2379155691607,14.2379155691607,44.1375382643981,455.613298213142,0.0,6.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,45.94775180798659,31.459024598297443,25.378972061770597,0.35,35.0,26.289825656824505,10.212013269059545,3.674699314086685,32.4723853204351,0.0,14.52978471208117,Bajo,Baja,Baja,Bajo Clima / Baja Biodiv
421,3514403,Dracena,10.1,2.8,82,9.5,59.7,96.0,0.33,0.75,0.75,0.6,0.4,44366.0,1504.0,23.5,29428.0,7.5,92.5,0.971886574474,492.74,623,20.91,351440,0.52,0.0,1.0,0.65,DRACENA,3.0,0.0,10.0,6.0,0.0,2.25397827164946,0.0,176.486498670153,853.506438864596,0.0,7.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,59.034930586654724,28.564373847519743,22.637384190615354,0.5660000000000001,56.60000000000001,4.161894029227482,19.366518053494936,15.473321911154587,0.0,0.0,7.800346798775401,Alto,Baja,Baja,Alto Clima / Baja Biodiv
424,3500105,Adamantina,10.3,1.6,11,9.0,52.9,100.0,0.0,0.5,0.5,0.6,0.2,34242.0,1093.0,23.0,23991.0,3.3,96.7,0.990877406802,532.862595419847,628,15.15,350010,0.45,0.0,0.78,0.55,ADAMANTINA,1.0,2.0,10.0,6.0,0.0,2.92039016412593,2.92039016412593,93.1604462356171,1653.91429628332,0.0,7.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,6.0,0.0,0.0,47.92561925724068,32.28763152676791,23.844650500396618,0.36,36.0,5.392400867376519,37.781858283393454,8.044985170431456,6.660527956838845,0.0,11.575954455608056,Medio,Baja,Baja,Medio Clima / Baja Biodiv
431,3553609,Tapiratiba,11.0,1.3,3,24.3,71.3,87.8,0.67,0.38,0.0,0.4,0.4,12276.5,714.0,5.5,7561.5,12.7,87.3,0.884363560811,654.071428571429,687,4.79,355360,0.49,0.0,0.7,0.44,TAPIRATIBA,1.0,1.0,10.0,6.0,0.0,8.14564411680854,32.5825764672341,36.6553985256384,499.599505830924,0.0,6.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,43.375956398700346,51.940691699540494,35.00826043085736,0.37,37.0,15.040654136008364,11.224023547565164,3.007682794081505,74.31101642913703,0.0,20.71667538135841,Bajo,Media,Media,Bajo Clima / Media Biodiv
438,3553708,Taquaritinga,17.1,1.9,64,10.5,72.1,97.9,0.33,0.5,0.25,0.6,0.2,53124.0,2706.5,39.0,34271.0,4.3,95.7,0.951873474271,603.823529411765,676,10.68,355370,0.6,0.0,0.78,0.66,TAQUARITINGA,1.0,0.0,9.0,6.0,0.0,1.8823883743694,0.0,8.15701628893407,2026.07735361293,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,55.807392656255466,40.06474612291249,32.500862982342525,0.376,37.6,3.4757659532547738,46.34437957575835,0.46711386473736877,0.0,0.0,10.057451878750099,Medio,Baja,Media,Medio Clima / Baja Biodiv
448,3530508,Mococa,7.0,1.7,103,19.8,67.7,91.0,1.0,0.25,0.0,0.6,0.2,66985.5,3338.5,22.5,46156.0,5.1,94.9,0.915819432262,667.788679245283,701,4.74,353050,0.46,0.0,0.78,0.61,MOCOCA,1.0,1.0,10.0,8.0,0.0,2.98572079032029,1.49286039516015,95.0952071717013,863.80634614954,0.0,8.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,8.0,0.0,0.0,50.16102752713171,51.04908267618959,30.38937416799065,0.41000000000000003,41.0,5.513031641197165,19.603492609942133,8.217464909074078,3.404763692113607,0.0,7.347750570465396,Medio,Media,Media,Medio Clima / Media Biodiv
452,3505104,Barbosa,25.6,2.2,0,11.6,67.1,80.7,0.0,0.5,0.75,0.4,0.2,6116.5,452.0,5.0,3126.5,8.3,91.7,0.953355395148,568.0,650,12.62,350510,0.42,0.0,0.51,0.61,BARBOSA,1.0,0.0,10.0,6.0,0.0,16.3492193247772,0.0,39.2381263794654,1000.02724869887,0.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,41.83075117594559,37.067216063013625,34.864503123894835,0.37,37.0,30.188276056683737,22.737587613656522,3.2379273772260726,0.0,0.0,11.232758209513268,Bajo,Baja,Media,Bajo Clima / Baja Biodiv
463,3537305,Penápolis,23.9,2.4,130,9.4,74.4,80.0,1.0,0.75,1.0,0.6,0.4,60094.5,2439.5,31.0,41290.5,4.0,96.0,0.973867760481,567.72850678733,643,11.71,353730,0.51,0.0,0.78,0.69,PENAPOLIS,1.0,0.0,10.0,6.0,0.0,1.66404579454027,0.0,71.2211600063234,1604.69482786833,0.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,54.19521173372971,35.94033065141906,36.76345614936526,0.75,75.0,3.0726038239890014,36.649444041834336,6.08914541562799,0.0,0.0,9.162238656290265,Medio,Baja,Alta,Medio Clima / Baja Biodiv
470,3505609,Barrinha,5.2,2.2,0,15.1,76.8,0.0,0.0,0.13,0.0,0.6,0.2,30294.0,2935.0,42.0,12249.0,0.6,99.4,0.950085237769,563.688888888889,677,16.74,350560,0.8,0.0,0.78,0.47,BARRINHA,1.0,1.0,10.0,7.0,0.0,3.30098369314056,3.30098369314056,14.1942298805044,775.259598789011,0.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,55.3856879242059,38.39029564201212,49.79227867499704,0.186,18.6,6.095153842368351,17.566258137814792,1.005318354492695,7.528546850798039,0.0,6.439055437094775,Medio,Baja,Alta,Medio Clima / Baja Biodiv
472,3551504,Serrana,11.1,1.5,33,14.5,73.6,89.9,0.0,0.13,0.0,0.2,0.2,41393.5,3323.0,12.0,20100.0,0.7,99.3,0.899997960705,631.95,685,7.74,355150,0.83,0.0,0.78,0.49,SERRANA,1.0,0.0,10.0,6.0,0.0,2.41583823547175,0.0,114.027564714267,700.99572799272,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,56.897107539073794,44.85005235959659,34.76057848063895,0.10600000000000001,10.600000000000001,4.460762933811018,15.857636171117278,9.90524349707855,0.0,0.0,6.044728520401369,Alto,Media,Media,Alto Clima / Media Biodiv
481,3538105,Pindorama,0.0,2.1,7,10.6,60.4,79.7,0.33,0.25,0.25,0.2,0.2,14790.5,529.0,5.5,10761.0,5.1,94.9,0.92073379877,620.508474576271,662,6.27,353810,0.67,0.0,0.78,0.59,PINDORAMA,1.0,0.0,10.0,7.0,0.0,13.5221932997532,0.0,19.6071802846422,602.703472789001,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,55.546159636401754,41.76702174987544,26.37357313233295,0.246,24.6,24.96826888890927,13.59618245753439,1.487871135861509,0.0,0.0,8.010464496461035,Medio,Media,Baja,Medio Clima / Media Biodiv
487,3543402,Ribeirão Preto,8.7,1.8,667,9.2,70.6,96.7,1.0,0.75,0.5,0.8,0.6,651662.0,47342.0,579.5,433204.0,0.4,99.6,0.967312176297,587.752380952381,681,13.69,354340,0.7,0.0,0.79,0.41,RIBEIRAO PRETO,5.0,7.0,10.0,10.0,0.0,0.460361352971326,0.28498559945844,21.6369835896523,890.691800350489,0.0,10.0,5.0,5.0,5.0,0.0,7.0,7.0,0.0,10.0,0.0,0.0,50.830030204571656,37.82325351475987,30.6285580070083,0.73,73.0,0.8500415422444767,20.222058234650664,1.6688236954333624,0.6499660818634255,0.0,4.678177910838386,Medio,Baja,Media,Medio Clima / Baja Biodiv
488,3524303,Jaboticabal,9.7,1.9,190,5.9,67.5,100.0,1.0,0.75,0.75,0.8,0.4,71741.5,4201.0,37.5,49190.0,2.1,97.9,0.974828837115,570.803571428571,682,16.3,352430,0.49,0.0,0.78,0.44,JABOTICABAL,2.0,1.0,10.0,8.0,0.0,1.39389335321954,1.39389335321954,36.1018378483862,495.703323738701,0.0,8.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,8.0,0.0,0.0,45.50361597316843,34.49484794578012,28.428285576760562,0.74,74.0,2.5737765519358518,11.134382350067037,2.958334061039307,3.179049759178086,0.0,3.969108544444056,Bajo,Baja,Baja,Bajo Clima / Baja Biodiv
497,3551702,Sertãozinho,9.0,2.7,135,9.4,70.8,80.0,1.0,0.88,0.5,1.0,0.4,118480.5,8786.0,71.5,65036.5,0.9,99.1,0.958031136713,569.380952380952,684,16.76,355170,0.57,0.0,0.78,0.71,SERTAOZINHO,3.0,1.0,10.0,9.0,0.0,0.844020746029937,0.844020746029937,25.7426327539131,572.246065808298,0.0,9.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,9.0,0.0,0.0,56.56870031411484,36.10396892246546,30.420731137569714,0.756,75.6,1.5584555306629067,12.895435323593258,2.0348334083662802,1.9249564130643895,0.0,3.682736135137367,Alto,Baja,Media,Alto Clima / Baja Biodiv
502,3547908,Santo Antônio da Alegria,0.0,2.6,0,21.3,81.5,77.2,0.0,0.75,0.5,0.2,0.4,6539.5,280.5,0.5,4511.0,19.1,80.9,0.853963652067,630.322916666667,664,5.07,354790,0.49,0.0,0.43,0.48,SANTO ANTONIO DA ALEGRIA,1.0,1.0,10.0,6.0,0.0,15.2916889670464,30.5833779340928,85.6334582154599,287.993475546041,0.0,6.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,37.49380663357186,48.08892566075536,33.367418759086796,0.37,37.0,28.23558230762389,6.35550931913004,7.3739705234692225,69.75144836702358,0.0,22.34330210344935,Bajo,Media,Media,Bajo Clima / Media Biodiv
503,3532801,Nova Aliança,0.0,2.5,0,13.6,68.6,66.6,0.0,0.38,0.75,0.2,0.2,6292.0,295.0,5.5,4616.0,10.4,89.6,0.941056080945,606.608695652174,651,6.82,353280,0.35,0.0,0.56,0.51,NOVA ALIANCA,1.0,1.0,8.0,7.0,0.0,15.8931977113795,15.8931977113795,31.7863954227591,1934.42920715648,0.0,6.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,37.902290910361344,41.890555377944224,30.709234940469166,0.30599999999999994,30.599999999999994,29.346247695598578,44.235789832676694,2.573621734147955,36.24758396345758,0.0,22.48064864517616,Bajo,Media,Media,Bajo Clima / Media Biodiv
507,3525706,José Bonifácio,11.8,1.8,43,10.3,68.4,84.0,0.67,0.0,0.25,0.4,0.2,34698.0,1208.5,8.5,25147.5,7.2,92.8,0.970660229079,592.39483394834,647,8.44,352570,0.5,0.0,0.64,0.45,JOSE BONIFACIO,2.0,2.0,10.0,7.0,0.0,4.32301573577728,2.88201049051819,21.9032797279382,701.151980764639,0.0,8.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,7.0,0.0,0.0,42.392243364363694,38.83298603763694,32.85820225169599,0.304,30.4,7.9823011629217815,15.861231148265595,1.6925634182468963,6.572995512654211,0.0,6.421818248417696,Bajo,Baja,Media,Bajo Clima / Baja Biodiv
