"cod_ibge","nome_municipio","cod_microrregiao","nome_microrregiao","cod_mesorregiao","nome_mesorregiao","persist_dengue","persist_leishmaniose","persist_leptospirose","persist_malaria","incidence_mean_dengue","incidence_mean_leishmaniose","incidence_mean_leptospirose","incidence_mean_malaria","incidence_max_dengue","incidence_max_leishmaniose","incidence_max_leptospirose","incidence_max_malaria","total_cases_dengue","total_cases_leishmaniose","total_cases_leptospirose","total_cases_malaria","copresence_years","copresence_3plus","copresence_all4","dengue_leptospirose","dengue_malaria","dengue_leishmaniose","leptospirose_malaria","leptospirose_leishmaniose","malaria_leishmaniose"
"354290","Ribeirão Bonito",35025,"São Carlos",3505,"Araraquara",9,2,4,0,810.753637497313,1.54035012670268,3.9477095712379,0,3493.68657525757,7.74653342629173,16.5536055408228,0,1051,2,5,0,4,1,0,4,0,1,0,1,0
"354310","Ribeirão Corrente",35012,"Franca",3502,"Ribeirão Preto",8,2,1,0,391.711768708522,6.50360527262667,2.11954217888936,0,1314.1161509114,43.6776588774842,21.1954217888936,0,180,3,1,0,2,0,0,1,0,1,0,0,0
"354320","Ribeirão do Sul",35040,"Ourinhos",3510,"Assis",7,0,1,1,484.35727995824,0,13.2129486897159,4.37445319335083,2689.70041548218,0,132.129486897159,43.7445319335083,221,0,6,2,2,0,0,1,1,0,0,0,0
"354330","Ribeirão Pires",35061,"São Paulo",3515,"Metropolitana de São Paulo",10,2,10,2,19.6527603431753,0.258920518470279,7.8267537958927,0.171511931474709,73.0921293066215,1.75861280621845,17.5861280621845,0.879306403109227,236,3,92,2,10,3,1,10,2,2,2,2,1
"354340","Ribeirão Preto",35014,"Ribeirão Preto",3502,"Ribeirão Preto",10,10,10,10,1954.95146993716,1.65816227118752,5.44231733767375,1.57859907735591,5252.77837501205,3.00154729763193,7.69756572181613,2.43139292981328,125870,109,353,103,10,10,10,10,10,10,10,10,10
"354360","Rifaina",35012,"Franca",3502,"Ribeirão Preto",9,0,0,0,1220.85830025077,0,0,0,3753.12760633862,0,0,0,437,0,0,0,0,0,0,0,0,0,0,0,0
"354370","Rincão",35024,"Araraquara",3505,"Araraquara",10,1,5,1,1516.86050781062,1.85202333549403,4.69634836754463,0.927471712112781,6436.11045683784,18.5202333549403,9.59600806064677,9.27471712112781,1606,2,5,1,6,1,0,5,1,1,1,0,0
"354380","Rinópolis",35035,"Adamantina",3508,"Presidente Prudente",10,8,0,1,1023.69735039015,20.984566860277,0,1.01142914938809,4879.27061416692,40.0761446748823,0,10.1142914938809,1028,21,0,1,8,1,0,0,1,8,0,0,1
"354390","Rio Claro",35026,"Rio Claro",3506,"Piracicaba",10,9,10,3,1377.71823477485,0.991510685411385,7.01478918084898,0.196999200163204,10817.1093363206,3.76827032408524,12.7905861286093,0.985454688793409,27410,19,137,4,10,9,3,10,3,9,3,9,3
"354400","Rio das Pedras",35028,"Piracicaba",3506,"Piracicaba",10,1,9,1,252.15917083375,0.28815122176118,9.9343914460513,0.303195682493481,1321.93317567158,2.8815122176118,17.9297155151805,3.03195682493481,824,1,32,1,10,1,0,9,1,1,0,1,0
"354410","Rio Grande da Serra",35061,"São Paulo",3515,"Metropolitana de São Paulo",10,0,9,1,31.6402098336219,0,6.87696724251327,0.224703952542525,115.937228272121,0,13.6184213662136,2.24703952542525,155,0,32,1,9,1,0,9,1,0,1,0,0
"354420","Riolândia",35003,"Votuporanga",3501,"São José do Rio Preto",10,5,5,0,755.695802519984,6.78677185089355,6.00984200827915,0,3283.272088193,23.9654896948394,16.7672702883971,0,899,8,7,0,6,4,0,5,0,5,0,4,0
"354425","Rosana",35036,"Presidente Prudente",3508,"Presidente Prudente",9,6,4,3,1481.23404849619,7.81015626419806,3.18985431212052,3.66409600550626,6381.06110677162,38.6228205694107,10.522992739135,20.6793155146565,2638,14,6,7,8,3,1,4,3,5,1,3,1
"354430","Roseira",35051,"Guaratinguetá",3513,"Vale do Paraíba Paulista",10,4,5,0,465.959487919494,3.83451263571453,6.8189263925805,0,2842.22737819025,9.74943940723408,19.4988788144682,0,478,4,7,0,6,3,0,5,0,4,0,3,0
"354440","Rubiácea",35017,"Araçatuba",3503,"Araçatuba",9,3,1,0,939.592011319304,10.2482989887016,3.28299409061064,0,4592.69192088501,36.231884057971,32.8299409061064,0,283,3,1,0,3,0,0,0,0,3,0,0,0
"354450","Rubinéia",35001,"Jales",3501,"São José do Rio Preto",10,6,2,0,1718.77581880064,29.9039894991333,9.80572183295085,0,5114.3583227446,99.4365263506795,66.2910175671197,0,523,9,3,0,7,1,0,2,0,6,0,1,0
"354460","Sabino",35019,"Lins",3504,"Bauru",8,0,1,0,271.221490114667,0,1.90912562046583,0,2271.90112686296,0,19.0912562046583,0,149,0,1,0,1,0,0,1,0,0,0,0,0
"354470","Sagres",35035,"Adamantina",3508,"Presidente Prudente",6,5,0,0,1446.19534104522,24.8092680040865,0,0,6825.65789473684,84.4566061957366,0,0,351,6,0,0,3,0,0,0,0,3,0,0,0
"354480","Sales",35008,"Novo Horizonte",3501,"São José do Rio Preto",10,1,3,0,1485.63112250584,1.62760416666667,6.72334609563625,0,6581.13962012663,16.2760416666667,33.3222259246918,0,905,1,4,0,4,0,0,3,0,1,0,0,0
"354490","Sales Oliveira",35010,"São Joaquim da Barra",3502,"Ribeirão Preto",10,0,3,0,946.479801467466,0,3.62772444639163,0,3073.49665924276,0,18.9441299718869,0,1070,0,4,0,3,0,0,3,0,0,0,0,0
"354500","Salesópolis",35062,"Mogi das Cruzes",3515,"Metropolitana de São Paulo",8,0,3,0,28.1771654840144,0,6.15411629326195,0,131.83125599233,0,25.4226515825601,0,47,0,10,0,2,0,0,2,0,0,0,0,0
"354510","Salmourão",35035,"Adamantina",3508,"Presidente Prudente",8,10,2,1,723.280186367027,79.9676326800343,5.76878003046994,2.04876049989756,3735.84905660377,194.099378881988,38.8198757763975,20.4876049989756,376,41,3,1,9,2,0,2,0,8,0,2,1
"354515","Saltinho",35028,"Piracicaba",3506,"Piracicaba",9,1,8,0,381.001830964637,1.22309197651663,21.384058873654,0,1202.35354310565,12.2309197651663,38.3729854182655,0,295,1,17,0,7,1,0,7,0,1,0,1,0
"354520","Salto",35046,"Sorocaba",3512,"Macro Metropolitana Paulista",10,7,10,5,231.31903329603,1.36228590369335,11.7822027307791,0.635828139746728,1317.3222622207,5.58752863608426,17.0124446032273,1.89752690574557,2627,15,133,7,10,8,4,10,5,7,5,7,4
"354530","Salto de Pirapora",35046,"Sorocaba",3512,"Macro Metropolitana Paulista",9,3,9,2,510.834887057217,0.943768522383375,6.2522360153369,0.478546069730625,4550.87896452013,4.89033425434628,8.8944231966557,2.46785617334222,2223,4,27,2,9,4,0,8,2,2,2,3,0
"354540","Salto Grande",35040,"Ourinhos",3510,"Assis",7,1,4,0,251.131078746865,1.09217999126256,8.75239297600908,0,1105.93082511114,10.9217999126256,32.1508948665738,0,232,1,8,0,4,0,0,3,0,1,0,0,0
"354560","Santa Adélia",35005,"Catanduva",3501,"São José do Rio Preto",9,1,8,1,533.944899738129,0.655522779416585,9.23586946865927,0.649477170877444,2404.79641586507,6.55522779416585,26.3539333245487,6.49477170877444,812,1,14,1,7,2,0,7,1,1,1,1,0
"354570","Santa Albertina",35001,"Jales",3501,"São José do Rio Preto",10,3,5,1,1141.28895562331,6.6910191470577,8.49498285904675,1.74398325776073,4622.34131636242,33.5795836131632,17.4398325776073,17.4398325776073,677,4,5,1,7,2,0,5,1,3,1,1,0
"354580","Santa Bárbara d'Oeste",35032,"Campinas",3507,"Campinas",10,6,10,5,806.967146868579,0.481886032572332,11.0092036816097,0.26812873977327,2506.5872861433,1.10636603013741,22.6805036178169,0.558770722291622,15273,9,204,5,10,8,3,10,5,6,5,6,3
"354600","Santa Branca",35050,"São José dos Campos",3513,"Vale do Paraíba Paulista",10,3,6,0,348.220230974636,2.74701867577677,12.7647466280756,0,1596.25705242879,13.8264777048047,36.0308424010953,0,506,4,18,0,8,1,0,6,0,3,0,1,0
"354610","Santa Clara d'Oeste",35001,"Jales",3501,"São José do Rio Preto",8,3,2,0,983.286792775819,14.1554365267508,9.48946199297159,0,3603.18203088442,48.030739673391,48.1000481000481,0,209,3,2,0,4,0,0,1,0,3,0,0,0
"354620","Santa Cruz da Conceição",35027,"Limeira",3506,"Piracicaba",8,0,8,0,381.530062819661,0,36.8919992598802,0,1332.44503664224,0,114.390299702585,0,166,0,16,0,6,0,0,6,0,0,0,0,0
"354630","Santa Cruz das Palmeiras",35029,"Pirassununga",3507,"Campinas",10,1,3,0,572.529747436142,0.298908982214916,2.41580004983537,0,2784.8178570338,2.98908982214916,18.1236029722709,0,1818,1,8,0,4,0,0,3,0,1,0,0,0
"354640","Santa Cruz do Rio Pardo",35040,"Ourinhos",3510,"Assis",10,5,10,3,409.042672386455,1.49907881433349,12.4444222846247,0.879700341268084,1694.87970129843,6.3629422244846,30.0216584821907,4.52980612429788,1915,7,58,4,10,7,1,10,3,5,3,5,1
"354650","Santa Ernestina",35013,"Jaboticabal",3502,"Ribeirão Preto",10,2,0,0,868.437968335548,3.61854367254907,0,0,3450.09681394121,18.1836365454727,0,0,490,2,0,0,2,0,0,0,0,2,0,0,0
"354660","Santa Fé do Sul",35001,"Jales",3501,"São José do Rio Preto",10,10,9,6,1550.26895780715,16.014800753338,5.13011931796257,2.58490663560465,3898.27362168183,27.1656083398418,9.56998851601378,6.4281811461447,4790,49,16,8,10,9,6,9,6,10,6,9,6
"354670","Santa Gertrudes",35027,"Limeira",3506,"Piracicaba",9,4,8,0,582.669887030208,2.48265343356424,16.4876242669378,0,3068.12928172151,8.23994726433751,37.874483960156,0,1411,6,42,0,8,3,0,7,0,4,0,3,0
"354680","Santa Isabel",35059,"Guarulhos",3515,"Metropolitana de São Paulo",10,4,10,0,130.020702875998,1.8515415484823,18.6562119830439,0,722.790663802207,7.92717934510004,45.9871603848206,0,715,10,101,0,10,4,0,10,0,4,0,4,0
"354690","Santa Lúcia",35024,"Araraquara",3505,"Araraquara",10,1,2,0,555.160925994851,1.15593572997341,2.41153447100032,0,2529.20494499263,11.5593572997341,12.0787534726416,0,483,1,2,0,3,0,0,2,0,1,0,0,0
"354710","Santa Mercedes",35034,"Dracena",3508,"Presidente Prudente",9,7,1,0,606.831449414392,27.3715727476459,3.40483486550902,0,4153.89853592101,68.1431005110733,34.0483486550902,0,178,8,1,0,6,1,0,1,0,6,0,1,0
"354720","Santana da Ponte Pensa",35001,"Jales",3501,"São José do Rio Preto",8,0,0,1,823.184972381203,0,0,6.635700066357,3394.09176618479,0,0,66.35700066357,129,0,0,1,1,0,0,0,1,0,0,0,0
"354730","Santana de Parnaíba",35057,"Osasco",3515,"Metropolitana de São Paulo",10,6,10,4,259.055978045211,1.04667842886561,10.5031141724005,0.506207640337072,1368.36949136474,5.4393262197825,17.0522876990181,2.47937982445991,3218,12,128,6,10,7,3,10,4,6,4,6,3
"354740","Santa Rita d'Oeste",35001,"Jales",3501,"São José do Rio Preto",8,1,1,0,1674.49755959073,3.86847195357834,3.98406374501992,0,7059.28237129485,38.6847195357834,39.8406374501992,0,425,1,1,0,1,0,0,0,0,1,0,0,0
"354750","Santa Rita do Passa Quatro",35014,"Ribeirão Preto",3502,"Ribeirão Preto",10,2,3,0,446.653614006833,0.728426963530905,1.45432501687751,0,3014.32623081958,3.64817044252307,7.28411698291875,0,1225,2,4,0,5,0,0,3,0,2,0,0,0
"354760","Santa Rosa de Viterbo",35014,"Ribeirão Preto",3502,"Ribeirão Preto",10,5,7,2,543.996688597987,2.35852071741905,4.34575292781694,0.811920058365877,1309.12491233539,7.79241019247253,11.7836521465886,4.15817705517901,1365,6,11,2,9,5,0,7,2,5,2,3,0
"354765","Santa Salete",35001,"Jales",3501,"São José do Rio Preto",8,0,0,0,1245.16284013919,0,0,0,7055.01618122977,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0
"354770","Santo Anastácio",35036,"Presidente Prudente",3508,"Presidente Prudente",9,9,5,1,1049.4540651059,10.9918934462904,3.85255705039164,0.488901926273589,4358.98654751153,38.0155863904201,9.87680659138565,4.88901926273589,2203,23,8,1,8,5,1,5,1,8,1,5,1
"354780","Santo André",35061,"São Paulo",3515,"Metropolitana de São Paulo",10,7,10,9,53.2215349886689,0.228113591143058,7.04020172032072,0.505066229120958,235.704932343955,0.695629913755803,12.2331190326698,1.1910058690685,3757,16,491,35,10,9,7,10,9,7,9,7,7
"354790","Santo Antônio da Alegria",35015,"Batatais",3502,"Ribeirão Preto",10,4,5,2,208.484719222551,7.35983189517392,8.90629773059852,2.95773903989175,1296.9786293294,29.4767870302137,29.2868648411188,14.8389968838107,140,5,6,2,8,3,0,5,2,4,0,2,1
"354800","Santo Antônio de Posse",35031,"Mogi Mirim",3507,"Campinas",10,2,10,1,2396.87956804881,0.884119670669378,54.475327791323,0.484600369459322,14283.8000803966,4.50937950937951,153.502039384238,4.84600369459322,5353,2,123,1,10,3,0,10,1,2,1,2,0
"354805","Santo Antônio do Aracanguá",35017,"Araçatuba",3503,"Araçatuba",9,6,0,0,589.452157907627,8.62916375145656,0,0,1604.58754208754,23.7529691211401,0,0,474,7,0,0,6,0,0,0,0,6,0,0,0
"354810","Santo Antônio do Jardim",35030,"São João da Boa Vista",3507,"Campinas",9,3,6,0,158.846032537047,6.73246454600044,24.803230945619,0,1206.01354700149,33.82949932341,65.8111220796315,0,96,4,15,0,7,1,0,5,0,2,0,2,0
"354840","Santópolis do Aguapeí",35018,"Birigui",3503,"Araçatuba",9,3,0,1,466.86914756696,10.9941335708482,0,2.20653133274492,1323.91879964695,46.0087416609156,0,22.0653133274492,215,5,0,1,3,1,0,0,1,3,0,0,1
"354850","Santos",35063,"Santos",3515,"Metropolitana de São Paulo",10,7,10,9,768.044019434451,0.441274184603253,13.7717865804988,1.24441346878274,2589.84700556155,1.15390562436679,29.3198938943052,5.0045994652228,32887,19,592,53,10,10,6,10,9,7,9,7,6
"354870","São Bernardo do Campo",35061,"São Paulo",3515,"Metropolitana de São Paulo",10,9,10,8,83.2316679980407,0.278031669966866,6.53085909018729,0.972913021466229,408.972671909906,0.655694304404533,10.4911088704725,6.20428219557138,6773,22,523,78,10,10,7,10,8,9,8,9,7
"354880","São Caetano do Sul",35061,"São Paulo",3515,"Metropolitana de São Paulo",10,5,10,5,79.1722237368385,0.510731598759756,5.50190818058389,0.51523212697674,462.587961322331,1.27908315319579,7.63334499538819,2.55816630639158,1245,8,86,8,10,7,3,10,5,5,5,5,3
"354890","São Carlos",35025,"São Carlos",3505,"Araraquara",10,7,10,8,733.352237831491,1.72532344091619,3.32711734480023,0.851148986006391,3548.21470738103,3.72842175906939,7.58342886966762,2.20924169987893,17984,42,79,20,10,10,5,10,8,7,8,7,5
"354900","São Francisco",35001,"Jales",3501,"São José do Rio Preto",8,2,1,0,1658.53278805181,7.07842068561994,7.07714083510262,0,5884.43814250266,35.8680057388809,70.7714083510262,0,469,2,2,0,3,0,0,1,0,2,0,0,0
"354910","São João da Boa Vista",35030,"São João da Boa Vista",3507,"Campinas",10,1,10,4,762.030614261722,0.120080006907002,2.03675233863005,0.57793519435997,6430.63340334955,1.20080006907002,3.36976422882946,2.40160013814004,6782,1,18,5,10,4,1,10,4,1,4,1,1
"354920","São João das Duas Pontes",35002,"Fernandópolis",3501,"São José do Rio Preto",10,5,4,0,1036.31321195131,23.1894937824909,19.1715685390963,0,5781.01071975498,78.9449792966792,76.219512195122,0,269,6,5,0,6,3,0,4,0,5,0,3,0
"354925","São João de Iracema",35006,"Auriflama",3501,"São José do Rio Preto",10,2,3,0,585.48635943027,10.6131643787399,21.2238072948012,0,1873.04890738814,53.3333333333333,106.666666666667,0,111,2,4,0,4,1,0,3,0,2,0,1,0
"354930","São João do Pau d'Alho",35034,"Dracena",3508,"Presidente Prudente",9,8,0,0,600.846787438862,75.3920401904869,0,0,1732.20973782772,233.535730966838,0,0,128,16,0,0,7,0,0,0,0,7,0,0,0
"354940","São Joaquim da Barra",35010,"São Joaquim da Barra",3502,"Ribeirão Preto",10,4,6,1,2116.0295845474,1.18704911771779,1.78801145597076,0.199560965875075,11355.2266419981,5.83124380430346,5.78168362627197,1.99560965875075,10685,6,9,1,8,3,0,6,1,4,1,2,0
"354950","São José da Bela Vista",35012,"Franca",3502,"Ribeirão Preto",9,0,3,0,815.806063025638,0,4.66726156585847,0,3422.18206460357,0,22.8336568101381,0,723,0,4,0,3,0,0,3,0,0,0,0,0
"354970","São José do Rio Pardo",35030,"São João da Boa Vista",3507,"Campinas",10,1,5,2,370.129796311289,0.183864087666397,1.7003211087053,0.367707960773278,2026.18224608369,1.83864087666397,5.82302657629329,1.85102917221975,2009,1,9,2,7,1,0,5,2,1,1,0,0
"354980","São José do Rio Preto",35004,"São José do Rio Preto",3501,"São José do Rio Preto",10,10,10,10,2718.78318615089,2.85944002917211,12.4364686197913,3.02469139395187,7214.91042414217,4.82197065173317,21.8874340785045,5.52945703035902,119262,126,537,130,10,10,10,10,10,10,10,10,10
"354990","São José dos Campos",35050,"São José dos Campos",3513,"Vale do Paraíba Paulista",10,9,10,8,340.548867944622,0.373689000228833,13.1179890276591,0.467305812282964,2116.47741712497,0.862078874469822,17.2815158939118,1.39837757126676,23172,26,894,31,10,10,7,10,8,9,8,9,7
"354995","São Lourenço da Serra",35060,"Itapecerica da Serra",3515,"Metropolitana de São Paulo",9,5,9,2,74.7701657962852,4.01773380761908,22.4007823453965,1.33773864600699,401.923963892732,13.052274358807,52.2090974352281,6.72314105149926,113,6,33,2,9,5,1,8,2,5,1,4,2
"355000","São Luiz do Paraitinga",35053,"Paraibuna/Paraitinga",3513,"Vale do Paraíba Paulista",10,1,4,0,121.866488995424,0.935716290820623,13.4030641246494,0,233.078500839083,9.35716290820623,68.0202700404721,0,130,1,14,0,5,0,0,4,0,1,0,0,0
"355010","São Manuel",35023,"Botucatu",3504,"Bauru",10,4,8,0,143.293166549583,1.25585778602353,4.51259005746987,0,928.97663933411,5.1975051975052,9.90908415289717,0,579,5,18,0,8,4,0,8,0,4,0,4,0
"355020","São Miguel Arcanjo",35045,"Piedade",3512,"Macro Metropolitana Paulista",9,4,6,1,36.6434015976543,1.21719741631551,7.97451607514251,0.303859009419629,198.3582044005,3.05166468308462,24.2932191552033,3.03859009419629,120,4,26,1,5,4,1,5,1,4,1,4,1
"355030","São Paulo",35061,"São Paulo",3515,"Metropolitana de São Paulo",10,10,10,10,127.076236449423,0.442475784660858,9.49746268917839,0.803875297695456,468.882190372937,0.645097493230674,16.0493329573648,1.26752240263949,151362,520,11127,940,10,10,10,10,10,10,10,10,10
"355040","São Pedro",35028,"Piracicaba",3506,"Piracicaba",10,3,9,2,545.162176521383,1.14705592168907,5.88674371224309,0.857964732240047,3273.86209739151,5.60962611841921,11.8913133955645,5.66283481510844,1860,4,20,3,9,4,1,9,2,3,2,3,1
"355060","São Roque",35046,"Sorocaba",3512,"Macro Metropolitana Paulista",10,9,10,2,105.260551281068,2.27841509640889,12.3460202758598,0.249356495496713,733.976767034618,7.52285065887634,24.0629903230051,1.25380844314606,908,19,104,2,10,9,2,10,2,9,2,9,2
"355070","São Sebastião",35054,"Caraguatatuba",3513,"Vale do Paraíba Paulista",10,9,10,10,1378.94822324409,3.25939040530773,10.1722227602678,5.26672116110458,5913.0330040954,9.13283711585004,29.8585451423879,13.6992556737751,11250,27,83,44,10,10,9,10,10,9,10,9,9
"355080","São Sebastião da Grama",35030,"São João da Boa Vista",3507,"Campinas",10,0,0,0,73.1443851240372,0,0,0,315.661675435047,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0
"355090","São Simão",35014,"Ribeirão Preto",3502,"Ribeirão Preto",10,3,7,0,1583.3745206052,2.0190695930375,7.34173837141201,0,5380.81107814045,7.01556473191423,19.9454823482481,0,2388,3,11,0,9,1,0,7,0,3,0,1,0
"355100","São Vicente",35063,"Santos",3515,"Metropolitana de São Paulo",10,4,10,7,443.413530940804,0.227145130350745,18.7571238881126,0.730998296926347,1862.57020744251,1.09349969108634,27.0010294142464,3.26594598125347,15223,8,661,25,10,8,3,10,7,4,7,4,3
"355110","Sarapuí",35046,"Sorocaba",3512,"Macro Metropolitana Paulista",10,4,2,0,114.874949745461,15.9121370361509,2.07897885316102,0,793.005286701911,69.7628064580427,10.9637101195044,0,113,16,2,0,5,1,0,2,0,4,0,1,0
"355130","Sebastianópolis do Sul",35007,"Nhandeara",3501,"São José do Rio Preto",8,1,3,1,331.268505700808,8.99820035992802,14.8348253424186,2.999400119976,1110.16225448335,89.9820035992801,87.9507475813544,29.99400119976,111,3,5,1,4,1,0,3,1,1,0,0,1
"355140","Serra Azul",35014,"Ribeirão Preto",3502,"Ribeirão Preto",9,3,3,0,891.188215922095,4.07816672761739,2.1037901247789,0,3021.90665858516,26.2386616183482,7.24112961622013,0,1142,5,3,0,5,0,0,2,0,2,0,1,0
"355150","Serrana",35014,"Ribeirão Preto",3502,"Ribeirão Preto",10,10,9,2,971.926329868365,8.47961037390825,4.44467171724509,0.490739490556929,2324.69512195122,13.4665020760857,8.97766805072382,2.51092251293125,4059,36,19,2,10,9,2,9,2,10,2,9,2
"355160","Serra Negra",35033,"Amparo",3507,"Campinas",8,3,10,0,126.764278636142,1.40826352711177,48.4419473450356,0,903.922884078952,6.84251941564884,142.953878564442,0,359,4,134,0,8,3,0,8,0,3,0,3,0
"355170","Sertãozinho",35014,"Ribeirão Preto",3502,"Ribeirão Preto",10,5,10,6,716.204044695193,0.922066112609503,4.09377278113982,0.911042748657582,2567.29153625671,3.32911645249351,9.07898837916724,2.47092544394294,8545,11,48,11,10,7,4,10,6,5,6,5,4
"355180","Sete Barras",35055,"Registro",3514,"Litoral Sul Paulista",9,8,9,2,365.854560086976,33.8758874141035,23.8790124464894,1.55461574780679,2062.0892816678,92.6569376882094,54.5511221945137,7.7930174563591,480,44,31,2,10,7,1,8,1,7,2,7,2
"355190","Severínia",35005,"Catanduva",3501,"São José do Rio Preto",10,3,3,2,851.096860402659,1.75658693011167,1.82966805383329,1.1957705098056,4658.20759030636,6.00744923705395,6.33392449961996,6.00744923705395,1448,3,3,2,7,1,0,3,2,3,0,0,1
"355200","Silveiras",35052,"Bananal",3513,"Vale do Paraíba Paulista",10,2,6,0,107.029921157654,5.18578643578644,11.4522798757373,0,476.03935258648,34.6875346875347,32.478077297824,0,66,3,7,0,7,1,0,6,0,2,0,1,0
"355210","Socorro",35033,"Amparo",3507,"Campinas",9,5,9,0,194.934917539399,4.00712830923577,21.2552762126455,0,1380.00758245924,24.575338156653,51.3624567474048,0,776,15,83,0,9,4,0,8,0,5,0,4,0
"355220","Sorocaba",35046,"Sorocaba",3512,"Macro Metropolitana Paulista",10,10,10,10,959.773911121151,1.65215875718784,15.3106776247675,0.65656493877769,8804.05136148881,2.68181994260905,24.2515696154779,1.3473094230821,61740,105,965,41,10,10,10,10,10,10,10,10,10
"355230","Sud Mennucci",35016,"Andradina",3503,"Araçatuba",10,5,1,0,1577.35181460984,10.4258955931248,1.29735339906591,0,6918.89090437937,38.9206019719772,12.9735339906591,0,1215,8,1,0,5,1,0,1,0,5,0,1,0
"355240","Sumaré",35032,"Campinas",3507,"Campinas",10,10,10,3,1103.19243805888,1.07960889726674,20.9864320494897,0.190384623638643,5466.33829031227,2.49448718332485,70.7935462627593,1.1436936730866,29014,28,537,5,10,10,3,10,3,10,3,10,3
"355250","Suzano",35062,"Mogi das Cruzes",3515,"Metropolitana de São Paulo",10,5,10,7,64.2766469666373,0.248428136732647,8.73484010314307,0.615432930663836,223.6399326977,1.05159842961301,14.861487506862,1.88626572202479,1856,7,242,17,10,9,3,10,7,5,7,5,3
"355255","Suzanápolis",35016,"Andradina",3503,"Araçatuba",9,3,0,0,1662.10283930387,7.97691061603656,0,0,7494.32248296745,27.4574409665019,0,0,636,3,0,0,3,0,0,0,0,3,0,0,0
"355260","Tabapuã",35005,"Catanduva",3501,"São José do Rio Preto",10,4,6,2,1253.09636280061,3.38745821834554,13.5241999732413,1.72061803417638,5957.2006940428,8.74890638670166,41.8445058163863,8.83727917848653,1529,4,16,2,6,6,0,6,2,4,2,4,0
"355270","Tabatinga",35024,"Araraquara",3505,"Araraquara",10,0,4,0,1052.90084524222,0,2.55861354293288,0,3517.66296289479,0,6.81717628467983,0,1642,0,4,0,4,0,0,4,0,0,0,0,0
"355280","Taboão da Serra",35060,"Itapecerica da Serra",3515,"Metropolitana de São Paulo",10,9,10,5,236.961123244526,0.611660574696043,7.83279968106348,0.343530581111691,1235.22560686612,2.01509710752961,14.9075174883815,1.05053051791155,6381,16,208,9,10,9,5,10,5,9,5,9,5
"355290","Taciba",35036,"Presidente Prudente",3508,"Presidente Prudente",8,2,5,1,304.908841154408,3.21729040645559,10.1663683181249,1.75608659614223,1793.12634899552,16.1472630389149,34.7705146036161,17.5608659614223,185,2,6,1,4,2,0,3,1,2,1,1,0
"355300","Taguaí",35040,"Ourinhos",3510,"Assis",5,0,3,0,79.3093251872159,0,8.54596878381423,0,346.237041167584,0,45.5575054167874,0,96,0,10,0,2,0,0,2,0,0,0,0,0
"355310","Taiaçu",35013,"Jaboticabal",3502,"Ribeirão Preto",10,0,1,0,856.270986296665,0,3.25044693645376,0,2202.55291249206,0,32.5044693645376,0,524,0,2,0,1,0,0,1,0,0,0,0,0
"355320","Taiúva",35013,"Jaboticabal",3502,"Ribeirão Preto",10,2,2,0,1433.7083444249,3.56856123340988,3.56887948551838,0,4329.8598634567,17.8475816526861,17.8475816526861,0,796,2,2,0,3,1,0,2,0,2,0,1,0
"355330","Tambaú",35030,"São João da Boa Vista",3507,"Campinas",10,5,6,0,1118.95700078871,4.78723241532653,5.19131685015664,0,7611.7859912122,12.941074971961,21.5638073058179,0,2584,11,12,0,8,3,0,6,0,5,0,3,0
"355340","Tanabi",35004,"São José do Rio Preto",3501,"São José do Rio Preto",10,6,10,4,1905.74696436718,3.52368540618521,9.12901995302855,2.0086445614488,7067.97031452468,11.5531251203451,19.5335390866117,8.35899544936288,4848,9,23,5,10,7,3,10,4,6,4,6,3
"355360","Tapiratiba",35030,"São João da Boa Vista",3507,"Campinas",10,0,2,1,495.978913045967,0,2.31362498453221,0.763883584141777,2569.59314775161,0,15.420200462606,7.63883584141777,645,0,3,1,3,0,0,2,1,0,0,0,0
"355365","Taquaral",35013,"Jaboticabal",3502,"Ribeirão Preto",8,0,5,0,442.117620434728,0,17.8741305101601,0,1600.8537886873,0,36.6703337000367,0,124,0,5,0,4,0,0,4,0,0,0,0,0
"355370","Taquaritinga",35013,"Jaboticabal",3502,"Ribeirão Preto",10,2,8,1,1652.03937816176,0.351614534345983,4.76952855408452,0.186585822761381,7128.74057750494,1.76719034407196,12.3302390304909,1.86585822761381,9286,2,27,1,9,2,0,8,1,2,0,2,0
"355380","Taquarituba",35041,"Itapeva",3511,"Itapetininga",7,1,6,0,41.5490350317528,0.431723006519017,2.62371989919514,0,280.619954237361,4.31723006519017,4.52655617343047,0,96,1,6,0,4,0,0,3,0,1,0,0,0
"355390","Tarabai",35036,"Presidente Prudente",3508,"Presidente Prudente",8,2,3,0,183.374510261499,5.53134334361112,9.01285424991577,0,962.611607142857,41.0846343467543,45.4250191920706,0,131,4,6,0,4,0,0,3,0,1,0,0,0
"355395","Tarumã",35039,"Assis",3510,"Assis",10,2,9,0,663.89122012473,2.10735709586284,17.7778353739716,0,3709.961281239,13.3333333333333,42.2386483632524,0,949,3,25,0,9,2,0,9,0,2,0,2,0
"355400","Tatuí",35043,"Tatuí",3511,"Itapetininga",10,6,10,6,75.5545639519156,1.20754522804619,5.07214853965378,0.979213379022852,496.220496734715,2.74160383824537,7.39122579373552,2.76770640170491,880,14,58,11,10,9,3,10,6,6,6,6,3
